id_viaje,linea,origen,destino,horario_salida,horario_llegada,pasajeros
1187,Mitre,Retiro,Belgrano,10:00,11:33,110
1188,Sarmiento,Merlo,Moreno,09:15,09:56,543
1189,Roca,Temperley,La Plata,10:00,10:45,345
1190,Mitre,Belgrano,Retiro,04:00,04:30,439
1191,Roca,Temperley,Ezeiza,22:30,23:06,274
1192,Belgrano Sur,González Catán,Marinos del Crucero,21:15,21:58,720
1193,Mitre,Victoria,Belgrano,13:15,14:34,610
1194,San Martín,Pilar,José C. Paz,04:45,06:14,169
1195,San Martín,José C. Paz,Retiro,11:45,12:06,655
1196,Sarmiento,Once,Merlo,07:30,08:12,276
1197,Belgrano Sur,Buenos Aires,Marinos del Crucero,06:15,07:17,555
1198,Sarmiento,Moreno,Once,06:15,07:16,739
1199,Belgrano Sur,Marinos del Crucero,Buenos Aires,20:45,21:54,285
1200,San Martín,San Miguel,José C. Paz,22:45,23:45,204
1201,Mitre,Belgrano,Retiro,20:30,21:40,599
1202,San Martín,José C. Paz,San Miguel,20:00,20:53,780
1203,Sarmiento,Castelar,Once,08:30,09:56,326
1204,Roca,La Plata,Constitución,17:45,18:11,338
1205,Roca,Temperley,La Plata,17:45,19:30,349
1206,San Martín,Pilar,José C. Paz,22:45,23:34,633
1207,Belgrano Sur,Marinos del Crucero,González Catán,22:45,23:14,407
1208,San Martín,José C. Paz,Retiro,17:45,18:43,232
1209,Roca,La Plata,Temperley,19:15,21:13,632
1210,Sarmiento,Merlo,Castelar,17:15,18:08,566
1211,Mitre,Victoria,Tigre,19:30,20:22,545
1212,Belgrano Sur,Marinos del Crucero,González Catán,15:45,16:39,473
1213,Sarmiento,Once,Merlo,11:45,12:34,512
1214,Roca,Ezeiza,Temperley,14:30,15:19,572
1215,San Martín,José C. Paz,Pilar,12:30,13:34,298
1216,San Martín,Pilar,San Miguel,16:45,17:40,422
1217,San Martín,Retiro,José C. Paz,20:30,22:21,689
1218,San Martín,Retiro,Pilar,19:30,20:45,292
1219,Belgrano Sur,Buenos Aires,González Catán,07:15,08:40,346
1220,Belgrano Sur,González Catán,Buenos Aires,05:45,07:39,760
1221,Roca,Temperley,La Plata,21:15,22:00,456
1222,Belgrano Sur,González Catán,Marinos del Crucero,18:45,19:52,687
1223,Mitre,Belgrano,Victoria,13:45,14:55,462
1224,San Martín,San Miguel,Retiro,12:45,14:29,706
1225,Sarmiento,Moreno,Castelar,05:45,06:28,318
1226,Mitre,Belgrano,Retiro,17:15,19:12,737
1227,Belgrano Sur,González Catán,Marinos del Crucero,17:00,17:35,151
1228,Sarmiento,Moreno,Castelar,10:30,12:27,182
1229,Belgrano Sur,González Catán,Buenos Aires,09:15,11:09,543
1230,Roca,Ezeiza,Constitución,15:00,15:36,335
1231,Belgrano Sur,Buenos Aires,González Catán,15:00,15:56,339
1232,San Martín,Retiro,San Miguel,04:00,05:27,615
1233,Belgrano Sur,Buenos Aires,González Catán,20:15,22:14,608
1234,Mitre,Retiro,Tigre,10:45,12:01,164
1235,Belgrano Sur,Marinos del Crucero,Buenos Aires,09:00,09:45,257
1236,Belgrano Sur,González Catán,Buenos Aires,15:30,16:22,607
1237,Roca,La Plata,Temperley,21:45,22:25,370
1238,Roca,La Plata,Ezeiza,21:30,22:07,256
1239,Belgrano Sur,Marinos del Crucero,González Catán,16:45,18:31,545
1240,Sarmiento,Castelar,Moreno,05:45,06:56,799
1241,Roca,Ezeiza,Constitución,22:00,23:49,108
1242,San Martín,José C. Paz,Pilar,19:15,21:11,594
1243,Sarmiento,Once,Moreno,05:00,05:34,403
1244,Sarmiento,Castelar,Merlo,10:30,10:55,251
1245,Sarmiento,Moreno,Merlo,18:30,19:01,208
1246,Belgrano Sur,González Catán,Buenos Aires,15:30,17:24,568
1247,San Martín,San Miguel,José C. Paz,10:00,10:32,784
1248,Belgrano Sur,González Catán,Buenos Aires,05:00,06:54,263
1249,Mitre,Victoria,Tigre,16:15,18:11,711
1250,Belgrano Sur,Marinos del Crucero,Buenos Aires,18:15,18:35,795
1251,Belgrano Sur,Buenos Aires,Marinos del Crucero,06:00,07:01,635
1252,Sarmiento,Moreno,Merlo,08:45,10:09,117
1253,San Martín,José C. Paz,San Miguel,17:30,19:22,472
1254,San Martín,José C. Paz,Pilar,20:00,20:49,474
1255,Sarmiento,Moreno,Merlo,08:30,09:36,568
1256,Belgrano Sur,Buenos Aires,Marinos del Crucero,22:00,23:47,682
1257,San Martín,José C. Paz,Retiro,07:00,08:43,360
1258,Roca,Temperley,Constitución,04:45,05:10,590
1259,San Martín,Pilar,San Miguel,21:45,22:44,491
1260,Roca,Ezeiza,Temperley,11:15,12:51,458
1261,San Martín,San Miguel,José C. Paz,19:30,20:16,411
1262,Mitre,Tigre,Victoria,04:30,06:12,530
1263,San Martín,Retiro,Pilar,16:30,16:58,580
1264,Roca,Temperley,Ezeiza,20:15,21:06,256
1265,Roca,La Plata,Temperley,22:30,23:44,764
1266,Belgrano Sur,Buenos Aires,González Catán,21:45,22:38,762
1267,Mitre,Belgrano,Tigre,19:30,20:31,755
1268,Roca,Temperley,Ezeiza,19:30,21:17,346
1269,Roca,Ezeiza,Temperley,15:45,17:28,684
1270,Mitre,Retiro,Tigre,07:00,07:24,524
1271,Roca,Ezeiza,La Plata,18:45,20:00,427
1272,Roca,Constitución,Ezeiza,19:45,20:10,596
1273,Roca,Ezeiza,Temperley,16:30,16:54,569
1274,Mitre,Victoria,Retiro,08:00,09:38,769
1275,Belgrano Sur,Marinos del Crucero,Buenos Aires,14:45,15:30,459
1276,Sarmiento,Once,Merlo,21:00,22:06,596
1277,Mitre,Belgrano,Tigre,16:15,17:31,696
1278,San Martín,Retiro,José C. Paz,05:30,07:06,476
1279,Sarmiento,Once,Castelar,15:45,16:06,119
1280,San Martín,San Miguel,Retiro,09:30,10:29,722
1281,Sarmiento,Merlo,Castelar,13:45,15:03,476
1282,Mitre,Victoria,Belgrano,04:00,05:20,332
1283,Belgrano Sur,Buenos Aires,González Catán,12:00,12:45,469
1284,Roca,Constitución,Ezeiza,14:45,15:34,431
1285,Belgrano Sur,Buenos Aires,Marinos del Crucero,07:15,08:18,245
1286,San Martín,San Miguel,José C. Paz,17:45,18:54,134
1287,Roca,Temperley,La Plata,20:30,22:04,608
1288,Belgrano Sur,Marinos del Crucero,González Catán,06:30,08:29,612
1289,Roca,Ezeiza,Temperley,17:45,19:14,594
1290,San Martín,San Miguel,Retiro,05:15,07:08,226
1291,Roca,Ezeiza,Temperley,09:45,10:12,299
1292,Mitre,Belgrano,Retiro,10:30,12:00,741
1293,San Martín,Retiro,José C. Paz,13:00,14:06,521
1294,Roca,Ezeiza,Constitución,18:15,18:49,577
1295,Sarmiento,Moreno,Castelar,07:45,09:30,160
1296,Mitre,Belgrano,Victoria,18:15,18:38,180
1297,Mitre,Victoria,Belgrano,12:30,13:49,754
1298,Mitre,Retiro,Victoria,11:45,13:20,797
1299,San Martín,José C. Paz,San Miguel,11:45,12:11,123
1300,Belgrano Sur,Buenos Aires,Marinos del Crucero,04:30,05:20,761
1301,Belgrano Sur,Buenos Aires,González Catán,18:15,19:07,151
1302,Roca,La Plata,Ezeiza,19:30,20:44,344
1303,Sarmiento,Moreno,Merlo,16:30,17:49,196
1304,Mitre,Tigre,Victoria,09:45,10:46,437
1305,Sarmiento,Once,Merlo,10:30,12:07,568
1306,San Martín,San Miguel,Pilar,20:00,21:44,130
1307,Sarmiento,Once,Moreno,10:30,11:54,408
1308,Mitre,Retiro,Tigre,19:00,20:41,286
1309,Mitre,Belgrano,Victoria,07:00,08:57,795
1310,Mitre,Retiro,Tigre,04:45,06:19,758
1311,Sarmiento,Once,Merlo,16:30,17:39,630
1312,Belgrano Sur,Marinos del Crucero,González Catán,18:15,18:35,797
1313,Belgrano Sur,Marinos del Crucero,Buenos Aires,08:00,08:28,727
1314,Mitre,Belgrano,Retiro,04:00,05:48,737
1315,Roca,La Plata,Ezeiza,14:15,14:50,535
1316,Belgrano Sur,González Catán,Marinos del Crucero,04:15,05:40,315
1317,Belgrano Sur,Marinos del Crucero,Buenos Aires,21:30,22:13,370
1318,Belgrano Sur,Buenos Aires,Marinos del Crucero,14:15,15:31,237
1319,Belgrano Sur,Marinos del Crucero,González Catán,16:45,18:26,155
1320,Mitre,Belgrano,Retiro,09:30,10:07,706
1321,Sarmiento,Moreno,Once,05:45,06:26,689
1322,Belgrano Sur,Marinos del Crucero,Buenos Aires,12:45,14:09,354
1323,Belgrano Sur,González Catán,Marinos del Crucero,18:30,19:30,264
1324,Roca,Constitución,La Plata,13:45,14:56,484
1325,Mitre,Tigre,Belgrano,10:00,11:25,778
1326,Mitre,Belgrano,Tigre,20:45,21:39,102
1327,Roca,Ezeiza,Constitución,15:45,17:31,278
1328,San Martín,Pilar,Retiro,14:00,15:30,173
1329,Belgrano Sur,Marinos del Crucero,González Catán,13:15,14:49,136
1330,San Martín,Retiro,Pilar,18:30,20:26,549
1331,Mitre,Tigre,Retiro,04:00,05:23,196
1332,Belgrano Sur,Marinos del Crucero,Buenos Aires,07:15,08:19,779
1333,Sarmiento,Moreno,Castelar,16:45,17:53,159
1334,Mitre,Retiro,Belgrano,06:45,08:26,410
1335,Belgrano Sur,Marinos del Crucero,González Catán,13:00,14:04,191
1336,Belgrano Sur,Marinos del Crucero,González Catán,17:00,17:46,271
1337,Mitre,Retiro,Tigre,21:30,22:55,126
1338,Sarmiento,Castelar,Merlo,22:00,22:36,191
1339,Mitre,Tigre,Victoria,20:15,21:12,232
1340,Roca,Temperley,Ezeiza,18:15,19:01,397
1341,San Martín,San Miguel,Retiro,15:15,15:45,528
1342,Sarmiento,Merlo,Once,08:30,10:22,193
1343,Roca,Constitución,Ezeiza,18:45,19:29,195
1344,Roca,La Plata,Ezeiza,14:00,14:51,104
1345,San Martín,San Miguel,José C. Paz,11:30,12:47,133
1346,San Martín,José C. Paz,San Miguel,12:30,13:17,649
1347,Sarmiento,Moreno,Merlo,16:15,18:01,577
1348,Sarmiento,Merlo,Once,15:30,16:19,198
1349,Sarmiento,Moreno,Once,14:00,15:11,675
1350,Roca,Ezeiza,La Plata,19:45,20:07,114
1351,San Martín,San Miguel,José C. Paz,10:00,10:40,540
1352,Belgrano Sur,Marinos del Crucero,González Catán,07:30,08:46,285
1353,Sarmiento,Merlo,Once,06:45,07:59,528
1354,Sarmiento,Moreno,Once,20:15,21:19,677
1355,Belgrano Sur,Buenos Aires,Marinos del Crucero,13:00,13:29,650
1356,Mitre,Tigre,Retiro,07:30,08:19,119
1357,Mitre,Retiro,Tigre,18:15,19:13,484
1358,San Martín,Pilar,José C. Paz,09:45,10:25,150
1359,Sarmiento,Once,Merlo,10:45,12:11,335
1360,Sarmiento,Moreno,Once,20:15,21:24,754
1361,San Martín,Retiro,José C. Paz,08:00,08:44,524
1362,San Martín,San Miguel,Pilar,14:45,16:21,224
1363,Belgrano Sur,González Catán,Buenos Aires,05:00,05:42,240
1364,Sarmiento,Once,Merlo,13:30,13:51,100
1365,Roca,La Plata,Temperley,20:15,21:53,737
1366,San Martín,San Miguel,José C. Paz,04:45,05:26,524
1367,Roca,Constitución,Temperley,10:00,10:33,714
1368,Roca,Constitución,Temperley,08:45,09:42,426
1369,San Martín,San Miguel,Pilar,09:00,09:45,537
1370,San Martín,Pilar,San Miguel,18:15,20:04,466
1371,San Martín,José C. Paz,Pilar,13:30,14:07,124
1372,San Martín,Retiro,Pilar,10:30,12:01,465
1373,Sarmiento,Once,Castelar,12:15,14:07,763
1374,Roca,Constitución,La Plata,11:15,12:10,238
1375,San Martín,Pilar,San Miguel,09:00,10:23,572
1376,San Martín,Pilar,Retiro,22:00,22:29,281
1377,Belgrano Sur,González Catán,Buenos Aires,17:15,17:49,666
1378,San Martín,Pilar,José C. Paz,13:45,14:49,136
1379,Belgrano Sur,González Catán,Marinos del Crucero,06:30,08:25,751
1380,San Martín,José C. Paz,San Miguel,22:15,23:58,171
1381,Mitre,Belgrano,Victoria,04:30,05:54,331
1382,Sarmiento,Once,Castelar,07:15,08:00,575
1383,Sarmiento,Moreno,Once,09:45,11:40,628
1384,Roca,Temperley,La Plata,12:15,13:00,216
1385,San Martín,José C. Paz,Retiro,04:45,05:36,710
1386,Belgrano Sur,Marinos del Crucero,González Catán,07:45,08:59,451
1387,San Martín,Pilar,José C. Paz,07:30,08:12,569
1388,Mitre,Retiro,Belgrano,16:45,17:10,601
1389,Sarmiento,Once,Moreno,14:45,15:32,296
1390,Belgrano Sur,González Catán,Marinos del Crucero,08:15,09:53,696
1391,Belgrano Sur,González Catán,Marinos del Crucero,07:30,08:06,240
1392,San Martín,Pilar,Retiro,19:45,20:51,106
1393,Mitre,Victoria,Tigre,14:15,15:28,666
1394,Sarmiento,Merlo,Once,04:45,05:35,161
1395,Mitre,Retiro,Belgrano,18:45,19:08,248
1396,Sarmiento,Once,Moreno,21:45,22:24,321
1397,Belgrano Sur,Buenos Aires,Marinos del Crucero,12:45,13:33,450
1398,Roca,Temperley,La Plata,18:45,19:21,261
1399,Belgrano Sur,González Catán,Marinos del Crucero,22:15,23:29,719
1400,Sarmiento,Castelar,Moreno,13:45,14:45,363
1401,Mitre,Victoria,Retiro,16:45,18:15,549
1402,Mitre,Victoria,Retiro,19:00,19:20,589
1403,Roca,Ezeiza,Constitución,21:45,22:41,721
1404,Belgrano Sur,González Catán,Marinos del Crucero,07:00,07:22,282
1405,Belgrano Sur,González Catán,Marinos del Crucero,04:45,05:57,792
1406,Sarmiento,Merlo,Castelar,09:30,11:13,511
1407,Sarmiento,Moreno,Castelar,16:30,18:08,575
1408,Belgrano Sur,Marinos del Crucero,González Catán,06:15,07:25,146
1409,Sarmiento,Once,Moreno,18:15,18:37,613
1410,Roca,Constitución,La Plata,21:30,22:11,389
1411,San Martín,José C. Paz,San Miguel,11:30,13:17,767
1412,Belgrano Sur,González Catán,Marinos del Crucero,20:15,22:02,554
1413,Belgrano Sur,Marinos del Crucero,Buenos Aires,16:00,17:06,717
1414,San Martín,Retiro,San Miguel,08:15,09:54,698
1415,Sarmiento,Moreno,Castelar,22:45,23:24,238
1416,Roca,Ezeiza,Constitución,10:45,11:43,173
1417,Belgrano Sur,González Catán,Marinos del Crucero,14:00,15:07,183
1418,San Martín,José C. Paz,Retiro,07:15,08:02,106
1419,Belgrano Sur,Marinos del Crucero,Buenos Aires,13:45,15:17,659
1420,San Martín,San Miguel,Retiro,18:30,20:12,725
1421,Belgrano Sur,Marinos del Crucero,Buenos Aires,12:00,13:41,340
1422,Roca,Temperley,Ezeiza,07:00,08:49,786
1423,Roca,Constitución,Temperley,04:15,05:34,705
1424,Mitre,Belgrano,Tigre,06:00,07:43,133
1425,Belgrano Sur,Buenos Aires,Marinos del Crucero,13:30,15:23,352
1426,Belgrano Sur,Buenos Aires,Marinos del Crucero,15:00,16:09,245
1427,Belgrano Sur,Buenos Aires,González Catán,13:30,15:27,563
1428,San Martín,José C. Paz,San Miguel,20:00,21:01,750
1429,Roca,Temperley,Constitución,07:00,07:33,218
1430,Mitre,Tigre,Retiro,07:15,08:05,175
1431,Mitre,Belgrano,Victoria,08:00,09:43,424
1432,Roca,Ezeiza,La Plata,07:15,08:53,590
1433,San Martín,José C. Paz,Pilar,13:00,13:49,689
1434,Mitre,Retiro,Tigre,19:00,19:28,348
1435,Roca,La Plata,Temperley,11:15,13:01,589
1436,Sarmiento,Merlo,Moreno,20:45,21:16,364
1437,Mitre,Belgrano,Tigre,05:00,06:45,500
1438,Belgrano Sur,González Catán,Marinos del Crucero,15:45,17:00,273
1439,Mitre,Belgrano,Retiro,18:45,19:34,148
1440,San Martín,José C. Paz,Pilar,15:30,17:12,147
1441,San Martín,San Miguel,José C. Paz,18:00,18:26,606
1442,Mitre,Tigre,Victoria,12:00,12:57,323
1443,Belgrano Sur,Buenos Aires,González Catán,05:45,07:19,162
1444,San Martín,José C. Paz,Retiro,10:45,11:20,641
1445,San Martín,San Miguel,Retiro,18:00,18:44,313
1446,San Martín,José C. Paz,Pilar,17:15,18:43,439
1447,Roca,Ezeiza,Temperley,17:00,18:27,766
1448,Roca,Ezeiza,Constitución,13:45,14:53,473
1449,Belgrano Sur,Buenos Aires,González Catán,09:15,09:47,259
1450,Belgrano Sur,González Catán,Marinos del Crucero,11:00,11:27,714
1451,San Martín,José C. Paz,San Miguel,22:15,23:47,362
1452,San Martín,Retiro,San Miguel,21:00,22:25,381
1453,Mitre,Tigre,Victoria,07:00,07:56,186
1454,Sarmiento,Merlo,Once,08:45,09:31,785
1455,San Martín,José C. Paz,Retiro,05:30,06:10,119
1456,Belgrano Sur,Marinos del Crucero,Buenos Aires,10:00,10:51,409
1457,Sarmiento,Merlo,Castelar,16:45,18:13,575
1458,Roca,Constitución,Ezeiza,14:45,15:19,351
1459,San Martín,San Miguel,Pilar,15:45,17:32,230
1460,San Martín,San Miguel,Retiro,20:15,22:03,414
1461,Belgrano Sur,González Catán,Marinos del Crucero,16:30,18:12,209
1462,Belgrano Sur,Marinos del Crucero,González Catán,09:00,09:38,436
1463,Mitre,Victoria,Retiro,05:00,05:40,751
1464,Roca,Ezeiza,Temperley,08:45,09:36,119
1465,San Martín,San Miguel,Pilar,13:30,15:22,451
1466,Sarmiento,Once,Merlo,16:30,17:56,429
1467,San Martín,San Miguel,Retiro,15:15,16:51,781
1468,Roca,La Plata,Constitución,10:45,12:30,129
1469,Sarmiento,Once,Moreno,15:45,16:35,604
1470,Mitre,Tigre,Victoria,18:00,19:27,167
1471,Mitre,Belgrano,Victoria,12:15,13:23,339
1472,Roca,Temperley,Constitución,08:15,08:35,461
1473,Sarmiento,Once,Castelar,13:15,13:45,780
1474,San Martín,Pilar,José C. Paz,09:00,10:01,456
1475,Belgrano Sur,González Catán,Buenos Aires,17:15,17:42,475
1476,Mitre,Belgrano,Tigre,08:15,09:39,251
1477,Roca,Ezeiza,Constitución,19:00,20:47,269
1478,Roca,Ezeiza,Temperley,06:15,08:07,729
1479,Sarmiento,Moreno,Merlo,04:00,04:58,281
1480,San Martín,Retiro,San Miguel,19:00,20:57,556
1481,San Martín,José C. Paz,San Miguel,18:30,19:02,715
1482,Belgrano Sur,González Catán,Buenos Aires,05:15,06:19,715
1483,Sarmiento,Merlo,Once,08:45,09:32,490
1484,San Martín,San Miguel,Retiro,12:00,12:26,434
1485,San Martín,Retiro,Pilar,07:30,09:22,543
1486,Roca,Ezeiza,Constitución,04:45,05:24,408
1487,Roca,Temperley,Ezeiza,11:30,12:21,427
1488,Roca,Constitución,Ezeiza,14:15,14:59,431
1489,Sarmiento,Merlo,Moreno,05:45,06:34,568
1490,Mitre,Belgrano,Retiro,13:45,15:11,335
1491,Sarmiento,Moreno,Castelar,11:00,12:20,677
1492,Roca,Temperley,Ezeiza,12:45,13:52,762
1493,San Martín,José C. Paz,Pilar,04:45,06:05,732
1494,Sarmiento,Castelar,Once,15:15,17:09,721
1495,Sarmiento,Once,Moreno,20:15,21:46,781
1496,Belgrano Sur,Buenos Aires,Marinos del Crucero,05:45,06:25,572
1497,Sarmiento,Merlo,Moreno,20:15,20:40,130
1498,Sarmiento,Merlo,Castelar,20:15,22:14,148
1499,Sarmiento,Merlo,Castelar,04:00,05:10,376
1500,San Martín,Pilar,Retiro,21:45,23:01,420
1501,Roca,Ezeiza,Temperley,19:45,21:40,296
1502,Roca,Temperley,Constitución,19:45,20:29,155
1503,Roca,Ezeiza,Temperley,17:00,18:27,350
1504,San Martín,San Miguel,José C. Paz,13:00,13:39,180
1505,Mitre,Retiro,Victoria,10:45,11:55,673
1506,Sarmiento,Merlo,Moreno,08:15,10:03,260
1507,San Martín,San Miguel,Pilar,13:00,14:28,510
1508,Mitre,Tigre,Retiro,17:30,19:14,504
1509,Mitre,Retiro,Tigre,12:15,14:07,312
1510,Roca,Temperley,La Plata,13:00,14:10,617
1511,San Martín,Pilar,Retiro,14:15,15:04,718
1512,Sarmiento,Moreno,Once,22:45,00:08,472
1513,Belgrano Sur,Marinos del Crucero,Buenos Aires,05:15,05:35,167
1514,San Martín,Pilar,Retiro,12:00,13:34,573
1515,Sarmiento,Castelar,Moreno,08:30,08:59,442
1516,Roca,Constitución,La Plata,22:45,00:15,417
1517,San Martín,San Miguel,José C. Paz,09:00,10:54,392
1518,Roca,Temperley,Constitución,19:30,20:21,762
1519,Belgrano Sur,Marinos del Crucero,Buenos Aires,15:00,15:46,202
1520,Sarmiento,Moreno,Once,13:15,15:03,262
1521,Mitre,Victoria,Belgrano,18:00,19:34,452
1522,Belgrano Sur,González Catán,Marinos del Crucero,19:30,21:21,687
1523,Mitre,Tigre,Retiro,09:00,10:54,600
1524,Sarmiento,Merlo,Castelar,17:15,18:21,580
1525,Belgrano Sur,Marinos del Crucero,González Catán,07:30,08:34,425
1526,Mitre,Tigre,Retiro,11:15,12:51,649
1527,Belgrano Sur,Marinos del Crucero,González Catán,19:15,20:38,132
1528,Roca,Ezeiza,Temperley,06:15,07:51,729
1529,Roca,Temperley,Ezeiza,06:00,06:44,718
1530,Roca,Constitución,Ezeiza,11:45,13:20,325
1531,Belgrano Sur,Buenos Aires,Marinos del Crucero,06:30,07:28,168
1532,Belgrano Sur,Marinos del Crucero,Buenos Aires,19:15,19:46,396
1533,Sarmiento,Moreno,Once,21:00,22:17,456
1534,San Martín,Retiro,José C. Paz,09:30,11:16,700
1535,Belgrano Sur,Buenos Aires,Marinos del Crucero,07:30,08:22,446
1536,Belgrano Sur,Buenos Aires,González Catán,10:30,11:27,216
1537,Mitre,Retiro,Tigre,09:00,10:28,150
1538,Belgrano Sur,Buenos Aires,González Catán,19:30,20:29,391
1539,San Martín,San Miguel,Pilar,16:15,17:22,781
1540,San Martín,San Miguel,Pilar,19:30,21:20,230
1541,Sarmiento,Moreno,Once,12:15,13:10,414
1542,Mitre,Retiro,Belgrano,13:30,14:29,719
1543,Sarmiento,Merlo,Moreno,14:45,16:04,178
1544,Belgrano Sur,Buenos Aires,González Catán,18:00,19:58,366
1545,Roca,Temperley,Ezeiza,14:00,15:29,751
1546,Sarmiento,Castelar,Once,18:45,20:41,181
1547,Roca,Constitución,Temperley,22:15,23:44,763
1548,Roca,La Plata,Constitución,15:00,15:33,786
1549,Belgrano Sur,Buenos Aires,González Catán,13:45,15:10,749
1550,San Martín,Retiro,Pilar,16:30,17:04,243
1551,San Martín,San Miguel,José C. Paz,22:30,00:30,224
1552,Mitre,Retiro,Tigre,09:15,10:59,355
1553,Mitre,Retiro,Belgrano,13:30,13:53,663
1554,Roca,Ezeiza,La Plata,18:15,18:40,312
1555,San Martín,Pilar,San Miguel,19:45,21:37,760
1556,Roca,La Plata,Ezeiza,20:15,21:18,397
1557,Belgrano Sur,González Catán,Buenos Aires,21:30,22:31,430
1558,Belgrano Sur,Marinos del Crucero,Buenos Aires,04:45,05:25,486
1559,Belgrano Sur,Marinos del Crucero,Buenos Aires,21:15,22:02,218
1560,San Martín,San Miguel,José C. Paz,12:45,14:18,230
1561,Belgrano Sur,Marinos del Crucero,Buenos Aires,06:00,07:19,393
1562,Sarmiento,Castelar,Merlo,20:45,22:44,336
1563,Mitre,Retiro,Victoria,06:00,06:33,109
1564,Mitre,Victoria,Belgrano,08:00,09:50,135
1565,Roca,Ezeiza,Constitución,09:45,10:36,237
1566,San Martín,Retiro,José C. Paz,18:00,19:00,247
1567,Roca,Temperley,La Plata,20:45,22:35,184
1568,Sarmiento,Moreno,Merlo,13:45,14:15,405
1569,Belgrano Sur,González Catán,Buenos Aires,09:15,10:52,266
1570,Belgrano Sur,Buenos Aires,González Catán,04:15,05:40,301
1571,Sarmiento,Moreno,Merlo,17:30,18:12,388
1572,Sarmiento,Castelar,Once,11:15,13:11,785
1573,Belgrano Sur,González Catán,Buenos Aires,10:15,11:22,781
1574,Belgrano Sur,Buenos Aires,González Catán,22:30,23:56,541
1575,Belgrano Sur,Buenos Aires,González Catán,17:45,19:14,366
1576,Belgrano Sur,Marinos del Crucero,Buenos Aires,09:15,10:13,422
1577,Belgrano Sur,Buenos Aires,González Catán,21:00,22:16,529
1578,San Martín,San Miguel,José C. Paz,21:15,22:19,354
1579,San Martín,San Miguel,Pilar,19:15,20:28,257
1580,Mitre,Retiro,Victoria,09:30,11:08,488
1581,Roca,Ezeiza,Temperley,20:15,22:03,643
1582,Belgrano Sur,Buenos Aires,Marinos del Crucero,22:30,23:23,253
1583,Sarmiento,Castelar,Merlo,12:45,14:11,270
1584,San Martín,Retiro,José C. Paz,12:30,13:53,649
1585,Mitre,Belgrano,Retiro,21:30,22:03,429
1586,Belgrano Sur,Buenos Aires,Marinos del Crucero,05:15,07:03,214
1587,San Martín,Pilar,José C. Paz,18:30,19:38,560
1588,Roca,Constitución,Ezeiza,12:30,13:48,205
1589,Belgrano Sur,Marinos del Crucero,Buenos Aires,17:30,19:13,353
1590,Sarmiento,Castelar,Once,16:15,17:44,785
1591,San Martín,Pilar,San Miguel,04:45,06:19,365
1592,Roca,Temperley,Ezeiza,12:45,14:42,732
1593,San Martín,Retiro,San Miguel,14:30,15:45,797
1594,Roca,Constitución,La Plata,13:30,14:46,557
1595,San Martín,José C. Paz,Pilar,10:30,11:15,477
1596,San Martín,José C. Paz,Retiro,04:45,05:05,321
1597,Sarmiento,Castelar,Moreno,12:45,13:56,468
1598,Belgrano Sur,González Catán,Marinos del Crucero,09:00,10:13,279
1599,Mitre,Belgrano,Victoria,16:15,18:01,176
1600,Sarmiento,Moreno,Merlo,19:00,20:04,200
1601,Belgrano Sur,González Catán,Buenos Aires,18:30,19:43,100
1602,Roca,Temperley,Ezeiza,18:15,20:09,679
1603,San Martín,Pilar,Retiro,16:15,17:41,440
1604,Roca,Ezeiza,Constitución,12:30,13:03,399
1605,San Martín,Pilar,José C. Paz,09:30,10:22,244
1606,Sarmiento,Once,Moreno,04:45,06:17,421
1607,Mitre,Retiro,Tigre,04:45,05:56,579
1608,Mitre,Victoria,Belgrano,17:15,19:08,538
1609,Belgrano Sur,González Catán,Marinos del Crucero,13:30,15:17,374
1610,Sarmiento,Merlo,Once,05:45,07:32,484
1611,Sarmiento,Merlo,Once,13:00,14:37,403
1612,Mitre,Retiro,Belgrano,10:00,10:23,715
1613,Belgrano Sur,Marinos del Crucero,Buenos Aires,17:45,19:21,251
1614,Roca,La Plata,Constitución,09:30,10:56,586
1615,Belgrano Sur,Buenos Aires,González Catán,07:00,07:54,189
1616,San Martín,José C. Paz,Pilar,11:00,11:34,599
1617,Belgrano Sur,Buenos Aires,Marinos del Crucero,22:15,23:21,735
1618,Roca,Ezeiza,Temperley,13:30,14:02,656
1619,Roca,Ezeiza,La Plata,22:15,22:35,146
1620,Sarmiento,Once,Merlo,21:45,22:25,368
1621,Belgrano Sur,Buenos Aires,Marinos del Crucero,18:30,19:07,401
1622,Sarmiento,Merlo,Once,05:30,06:54,478
1623,Mitre,Tigre,Belgrano,05:00,05:56,517
1624,Sarmiento,Moreno,Once,22:15,22:47,698
1625,Belgrano Sur,Buenos Aires,Marinos del Crucero,19:45,21:15,240
1626,Mitre,Victoria,Belgrano,05:45,06:50,737
1627,Roca,Constitución,La Plata,15:30,16:05,201
1628,Mitre,Retiro,Victoria,14:00,15:06,635
1629,Sarmiento,Moreno,Merlo,20:30,22:07,376
1630,Roca,Temperley,Constitución,12:30,13:39,512
1631,Belgrano Sur,Buenos Aires,Marinos del Crucero,21:15,22:55,399
1632,San Martín,San Miguel,Pilar,19:45,21:40,663
1633,Mitre,Belgrano,Tigre,08:45,10:39,471
1634,Mitre,Belgrano,Victoria,20:30,20:56,599
1635,Mitre,Retiro,Victoria,09:30,10:10,524
1636,Mitre,Belgrano,Retiro,20:00,20:39,334
1637,Roca,Ezeiza,Temperley,09:30,10:36,114
1638,Roca,La Plata,Constitución,21:45,22:47,201
